# x,y,z,sp,vx,vy,vz,m
1.072017944573219639e+00,-1.164967803797929058e+01,-6.413473771164537318e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
2.140340341778457667e+00,1.099147241789163054e+01,2.936759411688272703e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
3.503642046667378995e+00,-9.649904291852465121e+00,6.321625078014089238e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.611002587856519952e+00,-1.025896975877207495e+01,2.959592108360074025e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.635384026952965364e+00,1.028447822915512866e+01,2.452809936176893579e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
3.503782442203608571e+00,9.644502512619570922e+00,-6.792059120340188105e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.136459812200163899e+00,-1.050556429907868328e+01,8.977238597518207186e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.179483382481429699e+00,1.050337213409207493e+01,7.163520167769868330e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
3.579425882187725172e+00,1.072285901792817242e+01,9.041673835526117031e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
3.588189897331885536e+00,-1.073101751509744872e+01,7.213072085945824163e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.440885525608649187e-01,-1.279450964539633340e+01,5.436687743347835777e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
2.615167698990052969e+00,8.526881797480415415e+00,5.374706988263103113e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.698465124238398571e+00,-9.138316035960073691e+00,9.686610789466637783e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.669019286740149655e+00,9.108233797762428807e+00,6.516498076707648579e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.147867214801323144e+00,1.214465027594158109e+01,9.661557292298512678e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
2.151865487465207227e+00,-1.098787158498802974e+01,7.826625647511929351e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.105065644205901032e+00,1.164164071870918882e+01,6.036882505415919198e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.137671632980451264e+00,-1.216315702330632398e+01,6.582100419188256168e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.072570996943470467e+00,-1.165061860037121377e+01,4.753917493501973901e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
2.159721665381464373e+00,1.102686644633065427e+01,8.373780259580868801e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
3.520326371648213382e+00,-9.720122247678332883e+00,6.048908763907430597e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.588997542222982062e+00,-1.029205218343797235e+01,8.356929608663961062e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.628475335836063742e+00,1.026358438762850867e+01,7.829131545917720203e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
3.595859856155117829e+00,9.632702519149143328e+00,4.755609970739875791e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.179484403428333605e+00,-1.051697205855714756e+01,-7.202119062000130967e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.159354213594962157e+00,1.052177503894898081e+01,-9.031881264198862169e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
3.625716559177516007e+00,1.076946841844676328e+01,-7.228442657669958749e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
3.582491360059074204e+00,-1.078467585939789508e+01,-9.021148442021404534e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.853519947977374516e-01,-1.281646981585423539e+01,-1.082499706088316316e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
2.609556375470102108e+00,8.524071911675003221e+00,1.082885220696496376e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.685574609972606330e+00,-9.148185939227120755e+00,-6.547381712989871261e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.691322302922662946e+00,9.099418516268258372e+00,-9.671998504864820490e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.147122387693688239e+00,1.215171022066788353e+01,-6.548470878555777475e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
2.156193079612372276e+00,-1.102800696298331573e+01,-8.359687056998911459e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.057077564921819368e+00,1.164867637424632107e+01,-1.016455453277177767e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.150761463476900559e+00,-1.211265546431895146e+01,-9.638326697506844454e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.044852902891243884e+00,-1.164693521147670729e+01,1.017063155483099024e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
2.177040611240181889e+00,1.100633427788258345e+01,-7.891415907331172264e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
3.534268433982285185e+00,-9.636014733138109634e+00,-1.018749263368133562e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.625510350347794564e+00,-1.027922559846909500e+01,-7.831072244684365025e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.627085667151822790e+00,1.027320749126672794e+01,-8.364849433349531793e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
3.507181768766359564e+00,9.588460245209375898e+00,1.017765901331516609e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.138040020262952812e+00,-1.049289371009534122e+01,-1.824136386183531577e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.140887145682100368e+00,1.049244254472717053e+01,-3.612962697979039017e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
3.577070171474325377e+00,1.075877284294370284e+01,-1.778704311094827295e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
3.605935313381147367e+00,-1.078898491768608103e+01,-3.583562283699994300e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.142437124469615761e-01,1.279672472625817470e+01,-5.390021554938615012e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
2.610894062257521409e+00,8.540730147754331369e+00,-5.400013940563117565e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.669199479862847335e+00,-9.177771171414404350e+00,-1.112265947616420947e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.681070983768157001e+00,9.121226810199710044e+00,-4.219836012632084632e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.125428679315580105e+00,1.216863479363091827e+01,-1.126932309683333466e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
2.167390832748802065e+00,-1.099240593384323361e+01,-2.940957478599783403e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.090619742346021104e+00,1.162938804523734504e+01,-4.736027202936781144e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.128981892185424663e+00,-1.215885732290001187e+01,-4.282664190383742131e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.069863889571784243e+00,-1.160730157620898773e+01,-6.052499261770738492e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
2.154883782682277094e+00,1.098836720762817620e+01,-2.399234897699148661e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
3.512471253248319325e+00,-9.628200868255003542e+00,-4.803664561181232528e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
